10
spawn,4,8
finish,5,7,5,9
checkpoint,7,4,9,4
checkpoint,2,5,0,5
1,0,5,180
2,0,1,0
3,0,1,0
4,0,1,0
5,0,1,0
6,0,1,0
7,0,1,0
8,0,5,90
0,1,5,180
1,1,0,270
2,1,0,270
3,1,0,270
4,1,0,270
5,1,0,270
6,1,0,270
7,1,0,270
8,1,0,270
9,1,5,90
0,2,1,90
1,2,0,270
2,2,0,270
3,2,1,180
4,2,1,180
5,2,1,180
6,2,1,180
7,2,0,270
8,2,0,270
9,2,1,270
0,3,1,90
1,3,0,270
2,3,1,270
3,3,2,90
6,3,2,0
7,3,1,90
8,3,0,270
9,3,1,270
0,4,1,90
1,4,0,270
2,4,1,270
7,4,1,90
8,4,0,270
9,4,1,270
0,5,1,90
1,5,0,270
2,5,1,270
7,5,1,90
8,5,0,270
9,5,1,270
0,6,1,90
1,6,0,270
2,6,1,270
3,6,2,180
6,6,2,270
7,6,1,90
8,6,0,270
9,6,1,270
0,7,1,90
1,7,0,270
2,7,0,270
3,7,1,0
4,7,1,0
5,7,1,0
6,7,1,0
7,7,0,270
8,7,0,270
9,7,1,270
0,8,5,270
1,8,0,270
2,8,0,270
3,8,0,270
4,8,0,270
5,8,0,270
6,8,0,270
7,8,0,270
8,8,0,270
9,8,5,0
1,9,5,270
2,9,1,180
3,9,1,180
4,9,1,180
5,9,1,180
6,9,1,180
7,9,1,180
8,9,5,0
